name_beer,abv,name_brewery,city,country,latitude,longitude,descript,cat_name,style_name
Amber Waves,4.85,Walldorff Brew Pub,Hastings,United States,42.6488,-85.2875,A clean crisp ale with a beautiful reddish caramel color and a superb balance of hops and malts.,North American Ale,American-Style Amber/Red Ale
Padawan Pale Ale,5.0,Walldorff Brew Pub,Hastings,United States,42.6488,-85.2875,A mild pleasant ale with lingering hoppy notes.,North American Ale,American-Style Pale Ale
Tailgate Amber Wave,6.2,Tailgate Beer,San Diego,United States,32.7732,-117.055,"Why put everything in a category? Live outside the box. The â€˜flagshipâ€™ of TailGate Beer, Amber Wave, is a completely unique and individual beer that raises the standards and breaks all the molds.

Amber Wave was inspired by America's amber waves of grain and is as unique as apple pie.  The intellectuals behind TailGate Beer created this dark, rose colored ale that drinks like honey and lingers of light caramel, with notes of chocolate and sweet subtle hops. Surprise yourself, and others, with your sophisticated palate and acute ability to find the best beer brewed for drinking, not sampling.",North American Ale,American-Style Amber/Red Ale
Tailgate Brown Ale,5.9,Tailgate Beer,San Diego,United States,32.7732,-117.055,"This is your solution to the same ol' ho hum brown ale you drink all the time. This ale might be dark and intimidating in a glass, yet the first sip proves to be a surprisingly refreshing assault on your taste buds. Complex blends of chocolate and roasted oats complement the essence of bittering hops, and sweet malts.  The balanced combination makes this full flavored ale one to be enjoyed in any occasion.",North American Ale,American-Style Brown Ale
Tailgate IPA,6.5,Tailgate Beer,San Diego,United States,32.7732,-117.055,"This is what beer is all about.  First swallow offers a nice little bite, followed by a blossom of flavors delivered by our handpicked aromatic hops.  Flavor carries through the end with a full fisted kick of alcohol content that rocks the Richter scale at 6.5%.  A nose of citrus with a floral essence of spice tickles the tongue in this ode to hops.  Discover an IPA that encourages how to enjoy what beer is all about.",North American Ale,American-Style India Pale Ale
Old Oak Amber Ale,5.703333333333332,Carver Brewing Co.,Durango,United States,37.2748,-107.88,A well balanced American Amber Ale. Smooth malt character balanced with a healthy dose of Cascade hops aged on oak chips - our most popular beer.,North American Ale,American-Style Amber/Red Ale
Colorado Trail Nut Brown Ale,5.565263157894736,Carver Brewing Co.,Durango,United States,37.2748,-107.88,The slightly roasted flavor and nutty palate with a hint of hops make this beer subtle and drinkable.,North American Ale,American-Style Brown Ale
Sante Fe Pale Ale,5.5,Santa Fe Brewing Company,Santa Fe,United States,35.5966,-106.052,"Anything but a typical American Pale, Santa Fe Pale Ale is as full bodied as its most robust English counterparts, while asserting its American origin with a healthy nose resplendent with Cascade and Willamette hops. It finishes with a well-balanced combination of the subtle, almost Pilsner-like maltiness accentuated by the German yeast used to brew this Santa Fe classic, and a hop bite sufficient to leave a lingering smile on the face of any fan of American Pale Ales.",North American Ale,American-Style Pale Ale
Santa Fe Nut Brown,5.2,Santa Fe Brewing Company,Santa Fe,United States,35.5966,-106.052,"The Brown Ale style originated in the pubs of England, where beer drinkers desired a beer that was both flavorful and complex, but at the same time mild enough to be a session beer. The Santa Fe Brewing Company's interpretation of this style uses a combination of high mash temperature, hard water, and low-alpha acid hops to produce a product that is both true to the style and distinctly Santa Fe. Brewing jargon aside, Santa Fe Nut Brown Ale is an easy-drinking beer, mild, smooth, and always a favorite. Try a keg at your next party!",North American Ale,American-Style Brown Ale
Chicken Killer Barley Wine,10.0,Santa Fe Brewing Company,Santa Fe,United States,35.5966,-106.052,"Chicken Killer Barley Wine is the revolutionary beer that will someday define America's unique Barley Wine style. It is brewed with twice the ingredients of the Santa Fe Brewing Company's other beers, and only half the usual amount of liquid is extracted from these ingredients. This makes one substantial beer. At over ten percent alcohol, Chicken Killer is actually as substantial as wine, but this is not to say that it is difficult to drink. On the contrary; be careful with this one. The flavors of the beer are at first as overwhelming as the intense Santa Fe sun. But in the same way our sun gives us the unrivaled brilliant colors of Santa Fe, the potency of Chicken Killer gives us the remarkable spectrum of flavors that can be found in no other beer, in no other city. If you did not have the opportunity to try last year's vintage, come try this year's!",North American Ale,American-Style Barley Wine Ale
Fiesta IPA,6.3,Santa Fe Brewing Company,Santa Fe,United States,35.5966,-106.052,"A classic beer for those beer lovers who love their hops, Fiesta IPA will take the Pepsi Challenge (or IPA challenge, as we say in New Mexico) against any other pretenders to the throne. Was it divine providence that made this beer the king of the IPA world? Was it a tireless pursuit of glory? No, this IPA has a top-secret recipe to thank for its success, and this meticulously formulated combination of several different hops combined with a very specific brewing process give Fiesta IPA a spicy, citric, and floral infusion of hop character, which is masterfully counterbalanced with the full-bodied maltiness characteristic of the Santa Fe Brewing Companyâ€™s distinctive beers.",North American Ale,American-Style India Pale Ale
Guinness 250th Anniversary Stout,5.0,Arthur Guinness & Son,Dublin,Ireland,53.3433,-6.2846,"To mark the 250 year anniversary of the signing of the lease on St. Jame's Gate Brewery by Arthur Guinness, we introduce a special commemorative stout. This premium recipe provides a refreshing taste, which underlies the complex flavor of stout.",North American Ale,American-Style Stout
Old Slugger Pale Ale,5.5,Cooperstown Brewing Company,Milford,United States,42.5893,-74.9403,"\Old Slugger\"" is a hearty Pale Ale",North American Ale,American-Style Pale Ale
Nine Men Ale,4.3,Cooperstown Brewing Company,Milford,United States,42.5893,-74.9403,"\Nine Man\"" is a golden ale",North American Ale,Golden or Blonde Ale
Strike Out Stout,4.6,Cooperstown Brewing Company,Milford,United States,42.5893,-74.9403,"\Strike Out\"" is brewed with 6 malts including a balanced portion of chocolate and crystal malts. It is also brewed with 5% flaked oats for a velvet-like mouth feel. English pale",North American Ale,American-Style Stout
Apocalypse Cow,10.0,Three Floyds Brewing,Munster,United States,41.5354,-87.5158,,North American Ale,Imperial or Double India Pale Ale
Green Monsta Ale,7.3,Wachusetts Brewing Company,Westminster,United States,42.5586,-71.8715,A BIG PALE ALE with an awsome balance of Belgian malts with Fuggles and East Kent Golding hops.,North American Ale,American-Style Strong Pale Ale
Mokah Imperial Blended Stout,11.0,Southern Tier Brewing Co,Lakewood,United States,42.1008,-79.3357,"When empirical and creative impulses collide, the result is often timeless. The classic utility-art aesthetic of the coffee maker is an example of design and engineering working in concert. 

It is through similar cooperation that the simple bitter cocoa bean is transformed into a sweet treat. As scientists, our brewers utilize their materials to exacting standards. As artists, they couldnâ€™t resist the temptation to combine two of our highly acclaimed Blackwater Series Imperial Stouts: Jahva and Choklat. Alone each is perfect, but together as Mokah they are an inimitable expression of two of the worldâ€™s most sought after flavors. Enjoy Mokah stout with â€“ or as â€“ your favorite dessert!
11.0% abv â€¢ 27Âº plato â€¢ Imperial Stout Brewed with Coffee & Chocolate â€¢ 22 oz / 1/6 keg
2-row pale malt â€¢ 2-row barley â€¢ caramel, chocolate & black malts â€¢ roasted barley barley flakes â€¢ Jamaican roasted coffee â€¢ bittersweet Belgian chocolate â€¢ chinook, willamette, cascade & columbus hops",North American Ale,American-Style Imperial Stout
Sculpin India Pale Ale,7.0,Ballast Point Brewing,San Diego,United States,32.7668,-117.195,"The Sculpin IPA is a testament to our humble beginnings as Home Brew Mart. Founded in 1992, the Mart continues to be a catalyst for the San Diego brewing scene, setting the trend for handcrafted ales. Inspired by our customers, employees and brewers, the Sculpin IPA is bright with aromas of apricot, peach, mango and lemon. Its lighter body also brings out the crispness of the hops. This delicious Ballast Point Ale took a Bronze Medal at the 2007 Great American Beer Festival in the Pro Am category. The Sculpin fish has poisonous spikes on its fins that can give a strong sting. Ironically, the meat from a Sculpin is considered some of the most tasty. Something that has a sting but tastes great, sounds like a Ballast Point India Pale Ale.",North American Ale,American-Style India Pale Ale
Doryman's Dark Ale,5.8,Pelican Pub & Brewery,Pacific City,United States,45.2152,-123.97,"Our American Brown Ale has a dark brown color, with a balanced aroma of roasted malts and Northwest-grown hops. The sweetness of the ale and crystal malts blend beautifully with the assertive flavors of Cascade and Mt. Hood hops. A brew to be savored.

This beer originated as a prize-winning homebrew many years ago. When Darron, the Head Brewer, began designing the beers for the Pelican Pub and Brewery, he adapted his old 5 gallon homebrew recipe to his new 15 bbl (465 gallon) brewery. It was well worth the effort, for not only has the Doryman's Dark Ale been a perennial favorite here at the Pelican Pub, but it has garnered prestigious professional awards.",North American Ale,American-Style Brown Ale
Flo IPA,6.543030303030303,Trinity Brewing Company,Colorado Springs,United States,38.8967,-104.855,,North American Ale,American-Style India Pale Ale
Red Rocket Ale,6.8,Bear Republic Brewery,Healdsburg,United States,38.6112,-122.87100000000001,"The brew of choice for mountain bikers, and adventurous types worldwide. (Are you excited now!) This fiery red ale is not for the weak at heart. It originally started out as a Scottish red ale but has taken on flavors of its own. This is a very complex recipe using five different grains to achieve its unique flavor. The caramel malt used is a mixture of Belgian Caravienne and Hugh Bairds Crystal malts. Red Rocket is a full bodied, hoppy brew which finishes on the pallet with caramel malts. Centennial and Cascade hops are used for bittering and aroma.2004 L.A. Commercial Brewing Competition, Gold Medal Winner; 2004 West Coast Commercial Brewers Competition, First Place; 2003 California State Fair, Gold MedalWinner; 2002 California State Fair, Silver Medal Winner; 2001 California State Fair Gold Medal Winner; 2001 Real Ale Festival, Chicago, Bronze Medal Winner; 2000 California State Fair, Bronze Medal Winner; 1999 Great American Beer Festival, Silver Medal Winner; 1998 Great American Beer Festival, Silver Medal Winner - og 1.067, ABV 6.8%, IBU 65+.",North American Ale,American-Style Amber/Red Ale
Scratch #20 2009 Apollo Imperial Ale,7.0,Troegs Brewing,Harrisburg,United States,40.2559,-76.8715,"Scratch #20 has been dubbed Apollo Imperial Ale because of our experimentation with a new hop variety.
 
Apollo hops are high alpha acid with an intense aroma. Married with other high alpha hops, with almost two pounds of hops added per barrel produced, AIA has an intense staying power in the back of the throat. After a long discussion between Chris, John and the brewers, they dubbed this hop flavor stinky grapefruit with a hint of perfume. The dark color might lead you to believe the some malt may shine through; but no, the hops are the true player in this ale.
 
Scratch #20 has a dual role, also serving at The Drafting Roomâ€™s Anniversary Ale for 2009. We brewed a bit more to serve the brewery and The Drafting Room, but get it while when you see it. Before this intense hop flavor subsides, this beer will be sold out.",North American Ale,Imperial or Double India Pale Ale
Brooklyn Summer Ale,5.1509374999999995,Brooklyn Brewery,Brooklyn,United States,40.7215,-73.9575,It is light with a bit of a citrus flavor.  A pretty standard summer seasonal.,North American Ale,Golden or Blonde Ale
Aviator Red,5.25,Flying Bison Brewing,Buffalo,United States,42.9561,-78.8966,Buffaloâ€™s favorite red ale. Ruby red and malty flavored with a medium body and a spicy hop signature to balance. Available in bottles and on draft,North American Ale,American-Style Amber/Red Ale
Barnstormer Pale Ale,4.8,Flying Bison Brewing,Buffalo,United States,42.9561,-78.8966,"Our American Pale Ale. Made with American pale malt for a brilliant straw gold color, American hops (Cascade) for a refreshing citrusy hop character, and our signature ale yeast for a clean smooth finish. Available on draft, and seasonally in our Mixed",North American Ale,American-Style Pale Ale
Mt. Takhoma Blonde Ale,3.8,Harmon Brewing Company,Tacoma,United States,47.2436,-122.43700000000001,"German Pilsner Malt and a touch of flaked wheat are used to produce this light bodied, straw colored ale. Horizon and Glacier hops provide the balance. This beer finishes crisp and dry. Try this with and orange slice. 3.8% ABV",North American Ale,Golden or Blonde Ale
Pinnacle Peak Pale Ale,4.2,Harmon Brewing Company,Tacoma,United States,47.2436,-122.43700000000001,"This is a light bodied mildly hoppy ale brewed with a 2-row malted barley, Crystal, and a special Vienna malted barley. Golding and Cascade hops are used to provide the balanced palate for this fine session beer. 4.2% ABV",North American Ale,American-Style Pale Ale
Bonaventure Pale Ale,5.5,Bonaventure Brewing Co,Los Angeles,United States,34.0532,-118.256,Light amber color and a mild malty background. Well-hopped featuring Cascade hops with a distinct floral finish.,North American Ale,American-Style Pale Ale
B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,Hoppin Frog Brewery,Akron,United States,41.0247,-81.4676,"This Bodacious Oatmeal Russian Imperial Stout will crush you like no other! This is the grand-daddy of all stout styles, with an intensely deep roasted and full bodied flavor. A robust hop character adds a refreshing balance.",North American Ale,American-Style Imperial Stout
The Oracle DIPA,9.110869565217392,Bell's Brewery Inc.,Galesburg,United States,42.2843,-85.4538,A double IPA that is sure to make you as all-knowing as Pythia.  Itâ€™s just a matter of interpretation.,North American Ale,Imperial or Double India Pale Ale
Terrapin Rye Pale Ale,5.5,Terrapin Beer Company,Athens,United States,33.9459,-83.4105,"By using an exact amount of rye, a grain seldom found in other micro brewed beers, the Rye Pale Ale acquires its signature taste. Made with five varieties of hops and a generous amount of specialty malts, it offers a complex flavor and aroma that is both aggressive and well balanced â€“ a rare find among beers.

The Terrapin Rye Pale Ale was released in Athens, GA in April of 2002 at the Classic City Brew Fest. Six months later this beer which was sold only in Athens was awarded the American Pale Ale Gold Medal at the 2002 Great American Beer Festival, the most prestigious competition in North America. We hope you will agree with our peers in the brewing industry that this is truly one of the best pale ales in the country.",North American Ale,American-Style Pale Ale
India Style Brown Ale,6.0,Terrapin Beer Company,Athens,United States,33.9459,-83.4105,"The Terrapin India Style Brown Ale is a head on collision between a hoppy, west coast IPA and a complex, malty brown ale. Brewed with 5 varieties of hops and 7 different malts, this hybrid style represents the best of both worlds.",North American Ale,American-Style Brown Ale
13th Anniversary Ale,9.5,Stone Brewing Co.,Escondido,United States,33.1157,-117.12,"Stone 13th Anniversary Ale pours brilliant deep red with a light tan foam. Up front, the aroma is all piney, resinous and citrus hops. Upon tasting, the hops are still on the front, and they are balanced with the malty, toffee like flavors contributed from the blend of crystal and amber malts used in the brewhouse. The finish is deliciously bitter, with a touch of warmth provided by the 9.5% alcohol. Bitterness comes in at 90+ IBU.",North American Ale,American-Style Strong Pale Ale
Pine Tar Stout,6.356694915254237,Prescott Brewing Company,Prescott,United States,34.542,-112.47,,North American Ale,American-Style Stout
Prescott Pale Ale,5.529090909090908,Prescott Brewing Company,Prescott,United States,34.542,-112.47,,North American Ale,American-Style Pale Ale
Ponderosa IPA,6.543030303030303,Prescott Brewing Company,Prescott,United States,34.542,-112.47,,North American Ale,American-Style India Pale Ale
Liquid Amber,5.703333333333332,Prescott Brewing Company,Prescott,United States,34.542,-112.47,,North American Ale,American-Style Amber/Red Ale
Tropical Mango,4.5,St John Brewers,St. John,United States,18.3368,-64.7281,"Our flagship beer that embodies the uniqueness and character of the Caribbean. Subtle malt notes start this beer off and it finishes with just the right amount of hops for balance.

Tropical Mango Pale Ale is a light pale ale with a mango fruit essence that is one of a kind taste. No matter where you are enjoying one it will bring you to a Caribbean state of mind.",North American Ale,American-Style Pale Ale
Oak Barrel Stout,5.2,Old Dominion Brewing Co.,Dover,United States,39.154,-75.4884,Dominion Oak Barrel Stout raises the bar for American stouts. We use smoked and peated malts to create an intricate malt foundation.  Willamette and Cascade hops balance the malt character and our method of dry hopping with vanilla beans and oak chips pushes the depth of our stout's flavor spectrum even further.,North American Ale,American-Style Stout
Creme Brulee Java Stout,5.8,Kuhnhenn Brewing,Warren,United States,42.5278,-83.0472,"Black ale beer, made with real coffee. This java stout goes through a unique process, involving caramelizing brown sugar to give it an intense caramel & vanilla aroma.",North American Ale,American-Style Stout
Lake Placid Frostbite Ale,6.8,Lake Placid Pub & Brewery,Lake Placid,United States,44.2829,-73.9813,,North American Ale,American-Style India Pale Ale
Shiva IPA,5.3,Asheville Pizza and Brewing Co.,Asheville,United States,35.6221,-82.5536,"A generous portion of American hops create a crisp citrus nose combined with a light, sweet finish â€“ a well balanced beer that destroys the paradigm of an IPA.",North American Ale,American-Style India Pale Ale
Java Head Stout,7.5,Troegs Brewing,Harrisburg,United States,40.2559,-76.8715,"We teamed up with St. Thomas Roasters of Linglestown, PA to create a special blend of espresso beans. They added Kenyan beans to the mix because of a strong citrus flavor that compliments the hops. Creating an environment akin a French press, the beans are combined with whole flower hops in the hopback, and the hot wort passes through the vessel on the way to fermentation giving Java Head a lush coffee espresso nose and hints of coffee flavor. There is a silky quality to the mouthfeel and a citrus aromas from the combination of Kenyan beans and whole flower hops.",North American Ale,American-Style Stout
Otter Creek Imperial India Pale Ale,11.0,Otter Creek Brewing & Wolaver's Organic Ales,Middlebury,United States,44.0197,-73.1693,"Originally brewed for thirsty British troops stationed on the subcontinent of India, India Pale Ales had to withstand the sea voyage around Africa. Brewers need to take full advantage of two preservatives at the time: hops and alcohol. They increased their hopping rates, doubled  their malt useage to increase alcohol content, and dry-hopped the brew before it set out on its voyage.
Our Imperial IPA carries on this tradition- and then some!  The fruity and citrusy hop aroma intermingles perfectly with an assertive malty backbone.  Our brewers added a generous supply of hops to this brew throughout the entire process to provide an enormous hop flavor and balance the elevated alcohol content.

This beer is 11% alcohol by volume, and 135 IBU!",North American Ale,Imperial or Double India Pale Ale
Heavy Seas Big DIPA,10.6,Clipper City Brewing Co.,Baltimore,United States,39.2308,-76.6751,"Big DIPA â€“ Double IPA,  is the first in the Heavy Seas Special Edition Series due to be released in mid June.  Hopped 3 times in the brewing process, Big DIPA has an earthy hop aroma.  In keeping with the Heavy Seas philosophy we've made a big beer with a surprising balance. The best part is that youâ€™ll hardly notice itâ€™s 10.6% ABV (est). The label artwork was created by Kurt Krol, one of our brewers who also helped to develop the recipe.",North American Ale,Imperial or Double India Pale Ale
Fairweather IPA,6.1,Moose's Tooth Pub and Pizzeria,Anchorage,United States,61.1902,-149.869,"A hop lover and beer connoisseur's favorite, this ale is surprisingly drinkable and fully delights with its hoppy aromatics. Stick your nose in this one.",North American Ale,American-Style India Pale Ale
Bear Tooth Ale,6.2,Moose's Tooth Pub and Pizzeria,Anchorage,United States,61.1902,-149.869,"A deep-red, full-bodied, malty ale heavily hopped with Centennial hops to produce a citrusy, spruce-like flavor and aroma. A final dose of Centennail hops in the conditioning tank lends an India Pale Ale-like aroma to the finished beer.",North American Ale,American-Style Brown Ale
Red Chair IPA,6.4,Deschutes Brewery,Bend,United States,44.0474,-121.323,"Red Chair IPA is named after the oldest operating lift at Mt. Bachelor, a classic old school double that locals flock to on fresh powder mornings. This beer has been wildly popular with our pub regulars, who always seem to know when we have hit on something special. 

This IPA is a bright copper beauty with a solid head and perfect lacing that typifies Deschutes ales. It has a plush body with satiny caramel flavors derived from seven varieties of malt. Despite all of this, Red Chair is still a hop forward ale, but not in the way many have gotten used to. You will find no cloying, mouth puckering bitterness here. In its place a straight up succulent citrus punch to the nose.",North American Ale,American-Style India Pale Ale
Mirror Mirror,11.0,Deschutes Brewery,Bend,United States,44.0474,-121.323,"The Reserve Series romance all began with our first release of this limited-edition brew. Mirror Mirror, born of a double batch of Mirror Pond Pale Ale, is an inspired, barrel-aged barley wine layered with intriguing nuances. Explore this latest incarnation and enjoy its delicious complexity in every sip.",North American Ale,American-Style Barley Wine Ale
Obliteration I,8.5,Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.

Obliteration I is a Double IPA, heavily hopped with a big malt base. Its aroma is pungent with citrus, onion, and a touch of alcohol. The sweetness of caramel malt is offset with spice and pepper flavors that lead into an overwhelmingly bitter finish.",North American Ale,Imperial or Double India Pale Ale
Obliteration II,8.3,Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.

Obliteration II is yet another dynamic Double IPA. Its aroma is intense with fragrant notes of citrus, spice, pine and alcohol. A sturdy malt platform provides the perfect stage for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. Obliteration II finishes with poignant bitterness.",North American Ale,Imperial or Double India Pale Ale
Obliteration V,8.2,Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.

Obliteration V is yet another exciting Double IPA. Its aroma is pungent with fragrant notes of citrus, spice, pine and alcohol. A sturdy malt platform provides the perfect stage for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. Living up to its name, Obliteration V finishes with poignant bitterness.",North American Ale,Imperial or Double India Pale Ale
Black Xantus,10.0,Humboldt Brewing,Arcata,United States,40.87,-124.087,A bourbon barrel aged Imperial Stout infused with coffee.,North American Ale,American-Style Imperial Stout
Great American's Restaurant Pale Ale,5.7,Sweet Water Tavern and Brewery,Sterling,United States,39.0324,-77.4097,"A fruity, copper-colored ale with a firm maltiness & dry hop.",North American Ale,American-Style Pale Ale
50 CAT IPA,6.543030303030303,Vintage 50 Restaurant and Brew Lounge,Leesburg,United States,39.1126,-77.5537,"An American style India Pale Ale. This medium bodied, light bronze hued brew has an aggressive hop character and flavor from the use of American hops in dry hopping. Our interpretation comes in at 13.0 degrees plato with IBUâ€™s in the mid 40â€™s. The American hop varietals used as Kettle additions were Amarillo and Chinook and this was dry hopped with Chinook as well.",North American Ale,American-Style India Pale Ale
Point Of Rocks Pale Ale,5.529090909090908,Vintage 50 Restaurant and Brew Lounge,Leesburg,United States,39.1126,-77.5537,,North American Ale,American-Style Pale Ale
Rock Art IPA,6.543030303030303,Rock Art Brewery,Morrisville,United States,44.5693,-72.6034,"A light copper body low bitterness with good hop flavor. This is my impression of what the English troops may have been drinking when they occupied India. The pale ale they drank had mellowed considerably. The wooden casks had spent many months traveling on ships and long inland journeys to the troops, where they were then tapped and enjoyed.",North American Ale,American-Style India Pale Ale
Big Slick American Barleywine Ale,11.9,Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844,"This kick ass American Barley Wine is all about hops â€”Nugget, Chinook, Simcoe and Centennial. And, yeah, LoTs of â€˜em. OKâ€¦thereâ€™s a substantial malt base on which these juicy Pacific NW hops lie down and do their dirty work. Maybe thatâ€™s too much infoâ€¦",North American Ale,American-Style Barley Wine Ale
Otter Creek Russian Imperial Stout,10.6,Otter Creek Brewing & Wolaver's Organic Ales,Middlebury,United States,44.0197,-73.1693,"The style was first brewed in England for the Russian Czar and it is the king of stouts. Plenty of big malt flavors- chocolate and roasted- and high alcohol with lower carbonation and mild hops. 
We brewed this beer with double the malts and four times the hops of regular stouts!

Otter Creek Russian Imperial Stout clocks in around 10% ABV- a beer to be savored responsibly. True to style, this beer will last for years so you may want to stock up on a few bottles for your cellar while it's available.

Russian Imperial Stouts pair well with creamy cheeses such as camembert (we recommend Vermont-made!), decadent chocolate desserts, or a hearty meal.",North American Ale,American-Style Imperial Stout
Big Hop Harvest Ale,7.4,East End Brewing Company,Pittsburgh,United States,40.4553,-79.9043,,North American Ale,American-Style India Pale Ale
Brasserie de Brunehaut Bio BiÃ¨re AmbrÃ©e (Organic),6.5,Brasserie de Brunehaut,Brunehaut,Belgium,50.5109,3.3883,"Amber copper color with a beige head.
Caramel malt aromas reminiscent of vanilla, along with toffee, butterscotch and ripe fruits. Top-fermented and bottle-conditioned, this is a clean, refreshing regional 'artisan' beer.
Hazy amber to brown coloured beer, with a fluffy off-white head. Nice aroma of spices, yeast and oak.  The alcohol subtle. Flavour is moderately spicy and slightly fruity, with balanced hops. 
This beer is certified organic.",North American Ale,American-Style Amber/Red Ale
Rock Art American Red Ale,4.8,Rock Art Brewery,Morrisville,United States,44.5693,-72.6034,"The unofficial name for this beer is â€œSuper Glideâ€. Malty rich with a hint of spicy hops and roasted grains. This beer is one smooth ride with a clean finish! We brewed this one with American Pale, oats, flaked barley, black, chocolate, red malt, melandolin malt. American hops include Magnum, Centennial, Liberty and Crystal. Enjoy!",North American Ale,American-Style Amber/Red Ale
The Vermonster,10.0,Rock Art Brewery,Morrisville,United States,44.5693,-72.6034,We brewed THE VERMONSTER with 110 pounds of malt per barrel and jacked up the pour into a wide mouth thin glass goblet. For an amazing pairing get some Smoked Gouda from Taylor Farm Cheese and a friend!,North American Ale,American-Style Barley Wine Ale
Toaster Imperial Stout,10.0,East End Brewing Company,Pittsburgh,United States,40.4553,-79.9043,"This beer is an Imperial version of our Black Strap Stout, this time brewed with MORE blackstrap molasses and MORE brown sugar, plus a whole lot more malt and hops too.  Part of our FESTIVAL OF DARKNESS, this one clocks in at over 10%ABV, and is the thickest beer we've ever brewed here.",North American Ale,American-Style Imperial Stout
Hop Mountain,5.6,Old Dominion Brewing Co.,Dover,United States,39.154,-75.4884,,North American Ale,American-Style Pale Ale
Big A IPA,9.6,Smuttynose Brewing Co.,Portsmouth,United States,43.0325,-70.7948,"Our Big A IPA has earned its share of praise over the last few years. In 2004 the New York Times named it its top IPA , and in 2007 Mens Journal Magazine included it on its list of 25 best beers in America. The last of each year's edition typically leaves our warehouse around mid-May, and, as always, it doesn't last long. 

Stash Wojciechowski, the â€œKiller Kielbasa,â€ created this bonafide India Pale Ale recipe exclusively for the Smuttynose Big Beer Series.",North American Ale,Imperial or Double India Pale Ale
3rd Anniversary Ale,10.0,Port Brewing Company,San Marcos,United States,33.1406,-117.15,,North American Ale,Imperial or Double India Pale Ale
Berserker Imperial Stout,12.7,Midnight Sun Brewing Co.,Anchorage,United States,61.1473,-149.844,"Vicious and viscous, this menacing brew pours opaque black with a creamy maduro-colored head. Its aroma offers seductive whiskey, chewy red wine, dark fruit and lavish tobacco. Berserker Imperial Stout invades your taste buds with in-your-face flavor. Weighing in at almost 13% alcohol by volume, Berserker is completely out-of-control. Give it a good fight.

This version of Berserker Imperial Stout was aged in both red wine and whiskey barrels. The entire batch was brought back together before being packaged in kegs and 22-oz bottles.",North American Ale,American-Style Imperial Stout
Imperial Russian Stout,10.5,Stone Brewing Co.,Escondido,United States,33.1157,-117.12,"Brewed in the authentic historical style of an Imperial Russian Stout, this ale is massive. Intensely aromatic (notes of anise, lack currants, coffee, roastiness and alcohol) and heavy on the palate, this brew goes where few can --- and fewer dare even try. The style originated from Czarist Russia's demand for ever thicker English stouts. Expect our version of this mysterious brew to pour like Siberian crude and taste even heavier!",North American Ale,American-Style Imperial Stout
Whitetail Golden Ale,5.0,Rock Art Brewery,Morrisville,United States,44.5693,-72.6034,"Our golden American ale has a crisp body and slightly dry, hoppy finish. This is a real treat for the beer lover. Pale, wheat and torrified wheat malts are used with Northern Brewer and Mt. Hood hops.",North American Ale,Golden or Blonde Ale
DuganA IPA,8.5,Avery Brewing Company,Boulder,United States,40.0166,-105.219,"Lupulin Rapture Incarnate! As fervent Â devotees of hops, we found ourselves on a quest to create a transcendental IPA capable of quenching our voracious lupulin desires. Our mantra became \unity of bitterness",North American Ale,Imperial or Double India Pale Ale
Old Salt IPA,5.8,Raccoon Lodge and Brewpub / Cascade Brewing,Portland,United States,45.4856,-122.75399999999999,Our India Pale Ale is hoppy and bitter with a nice sweet malt finish. Slow dry-hop conditioning brings out the herbal hop aromas.,North American Ale,American-Style India Pale Ale
Celtic Copper Ale,5.2,Raccoon Lodge and Brewpub / Cascade Brewing,Portland,United States,45.4856,-122.75399999999999,Celtic Copper is a mahogany hued ale with rich malt flavor and subtle hop balance; an excellent choice for those who prefer amber ales.,North American Ale,American-Style Amber/Red Ale
Ring Tail Pale Ale,4.2,Raccoon Lodge and Brewpub / Cascade Brewing,Portland,United States,45.4856,-122.75399999999999,"Ring Tail Pale is light in body and straw-gold in color, with a crisp hop finish. This beer is a great choice for domestic lager drinkers.",North American Ale,American-Style Pale Ale
Cucapa Honey Ale,4.5,Cucapa Brewing Company,Mexicali,Mexico,31.7291,-116.57799999999999,"A Craft Amber Ale, brewed using Honey from Northern Mexico.",North American Ale,American-Style Amber/Red Ale
